title,category,price_gbp,star_rating
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Food and Drink,37.6,Two
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Food and Drink,41.25,One
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Food and Drink,42.16,Three
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Food and Drink,28.77,Three
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Food and Drink,19.55,One
Barefoot Contessa Back to Basics,Food and Drink,28.01,One
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,Food and Drink,50.62,Five
My Kitchen Year: 136 Recipes That Saved My Life,Food and Drink,11.53,Two
Everyday Italian: 125 Simple and Delicious Recipes,Food and Drink,20.1,Five
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",Food and Drink,38.77,One
Cravings: Recipes for What You Want to Eat,Food and Drink,20.5,Three
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Food and Drink,12.34,Four
32 Yolks,Food and Drink,53.63,Two
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",Food and Drink,11.38,Five
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),Food and Drink,46.01,Four
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Food and Drink,28.25,Two
The Barefoot Contessa Cookbook,Food and Drink,59.92,Five
Better Homes and Gardens New Cook Book,Food and Drink,39.61,Three
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Food and Drink,11.05,Five
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Food and Drink,24.91,Five
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Food and Drink,13.66,Two
The Smitten Kitchen Cookbook,Food and Drink,23.59,One
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Food and Drink,34.32,Three
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,Food and Drink,33.14,Three
Redeeming Love,Christian Fiction,20.47,Five
Close to You,Christian Fiction,49.46,Four
Shadows of the Past (Logan Point #1),Christian Fiction,39.67,Five
Like Never Before (Walker Family #2),Christian Fiction,28.77,Two
Counted With the Stars (Out from Egypt #1),Christian Fiction,17.97,Five
If I Run (If I Run #1),Christian Fiction,49.97,Four
The Dirty Little Secrets of Getting Your Dream Job,Business,33.34,Four
The Third Wave: An Entrepreneur’s Vision of the Future,Business,12.61,Five
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Business,27.55,Three
Shoe Dog: A Memoir by the Creator of NIKE,Business,23.99,Two
Made to Stick: Why Some Ideas Survive and Others Die,Business,38.85,Five
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,Business,43.14,One
The Art of Startup Fundraising,Business,21.0,Three
Born for This: How to Find the Work You Were Meant to Do,Business,21.59,Five
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Business,36.91,One
"Rich Dad, Poor Dad",Business,51.74,One
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Business,33.92,Three
Rework,Business,44.88,Two
Louisa: The Extraordinary Life of Mrs. Adams,Biography,16.85,Two
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",Biography,21.15,Two
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Biography,39.55,One
Benjamin Franklin: An American Life,Biography,48.19,Three
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),Biography,42.57,Three
In Her Wake,Thriller,12.84,One
The Elephant Tree,Thriller,23.82,Five
Behind Closed Doors,Thriller,52.22,Four
You (You #1),Thriller,43.61,Five
The Guilty (Will Robie #4),Thriller,13.82,Two
The 14th Colony (Cotton Malone #11),Thriller,39.24,One
Give It Back,Thriller,18.32,Two
Killing Floor (Jack Reacher #1),Thriller,31.49,Four
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),Thriller,59.71,Three
Far From True (Promise Falls Trilogy #2),Thriller,34.93,Two
The Travelers,Thriller,15.77,One
When We Collided,Contemporary,31.77,One
Someone Like You (The Harrisons #2),Contemporary,52.79,Five
We Are All Completely Beside Ourselves,Contemporary,24.04,One
The Four Agreements: A Practical Guide to Personal Freedom,Spirituality,17.66,Five
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Spirituality,32.24,Five
Chasing Heaven: What Dying Taught Me About Living,Spirituality,37.8,Two
If I Gave You God's Phone Number....: Searching for Spirituality in America,Spirituality,20.91,One
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Spirituality,46.33,Two
A New Earth: Awakening to Your Life's Purpose,Spirituality,55.65,Five
Logan Kade (Fallen Crest High #5.5),Academic,13.12,Two
Online Marketing for Busy Authors: A Step-By-Step Guide,Self Help,46.35,One
How to Be Miserable: 40 Strategies You Already Use,Self Help,46.03,One
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Self Help,52.15,Three
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Self Help,12.08,Three
How to Stop Worrying and Start Living,Self Help,46.49,Five
All the Light We Cannot See,Historical,29.87,Five
The Girl You Left Behind (The Girl You Left Behind #1),Historical,15.79,One
(Un)Qualified: How God Uses Broken People to Do Big Things,Christian,54.0,Five
Crazy Love: Overwhelmed by a Relentless God,Christian,47.72,Two
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Christian,25.77,One
Silence in the Dark (Logan Point #4),Suspense,58.33,Three
The Grownup,Short Stories,35.88,One
Suzie Snowflake: One beautiful flake (a self-esteem story),Novels,54.81,Five
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Health,49.05,Three
"Eat Fat, Get Thin",Health,54.07,Two
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,Health,49.71,Five
The Art and Science of Low Carbohydrate Living,Health,52.98,Five
Libertarianism for Beginners,Politics,51.33,Two
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Politics,52.65,Four
Equal Is Unfair: America's Misguided Fight Against Income Inequality,Politics,56.86,One
Amid the Chaos,Cultural,36.58,One
Dark Notes,Erotica,19.19,Five
The Long Shadow of Small Ghosts: Murder and Memory in an American City,Crime,10.97,One
